timestamp,device_ip,log_id,message
Aug  6 11:35:11,10.1.1.16,446595,*Aug  6 11:46:55.129: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 516 msec (runtime: 516 msec) to process a 'stack chasfs fd' message
Aug  6 11:35:13,10.1.1.16,446596,*Aug  6 11:46:57.398: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 716 msec (runtime: 716 msec) to process a 'stack chasfs fd' message
Aug  6 11:36:05,10.1.1.16,446597,*Aug  6 11:47:48.637: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 264 msec (runtime: 264 msec) to process a 'stack chasfs fd' message
Aug  6 11:36:57,10.1.1.16,446598,*Aug  6 11:48:40.918: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 764 msec (runtime: 764 msec) to process a 'stack chasfs fd' message
Aug  6 11:40:26,10.1.1.16,446599,*Aug  6 11:52:10.042: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 11:42:11,10.1.1.16,446600,*Aug  6 11:53:55.455: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 704 msec (runtime: 704 msec) to process a 'stack chasfs fd' message
Aug  6 11:42:11,10.1.1.16,446600,*Aug  6 11:53:55.455: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 704 msec (runtime: 704 msec) to process a 'stack chasfs fd' message
Aug  6 11:42:14,10.1.1.16,446601,*Aug  6 11:53:57.719: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 900 msec (runtime: 880 msec) to process a 'stack chasfs fd' message
Aug  6 11:43:07,10.1.1.16,446602,*Aug  6 11:54:51.042: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 468 msec (runtime: 464 msec) to process a 'stack chasfs fd' message
Aug  6 11:44:50,10.1.1.16,446603,*Aug  6 11:56:34.376: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 428 msec (runtime: 428 msec) to process a 'stack chasfs fd' message
Aug  6 11:44:53,10.1.1.16,446604,*Aug  6 11:56:36.644: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 520 msec (runtime: 520 msec) to process a 'stack chasfs fd' message
Aug  6 11:47:29,10.1.1.16,446605,*Aug  6 11:59:13.480: %IOSXE_INFRA-6-PROCPATH_CLIENT_HOG: IOS shim client 'chasfs' has taken 280 msec (runtime: 280 msec) to process a 'stack chasfs fd' message
,,,root@osool-infra-01:/var/log/switches#
